PUBCHEM_CID,Actual_A,Predicted_A,Actual_C,Predicted_C,Endpoint,abs_err_A,abs_err_C,fe_A,fe_C
2441,-0.070581074,-0.4010420947141161,-0.070581074,-0.1465000426144351,VDss,0.3304610207141161,0.07591896861443512,2.1402328255717054,1.1910197648493952
2471,-0.795880017,-0.6791045616030331,-0.795880017,-0.5299937599834937,VDss,0.11677545539696688,0.26588625701650626,1.3085052076265322,1.8445322675660858
2541,-0.886056648,-0.5514611104900831,-0.886056648,-0.4631950889264046,VDss,0.3345955375099169,0.42286155907359535,2.160705301463675,2.647656005435191
2708,-0.585026652,-0.5007029801708068,-0.585026652,-0.4915634465967523,VDss,0.0843236718291932,0.09346320540324776,1.214293504317195,1.2401185544881812
2756,0.079181246,-0.0378347845495624,0.079181246,0.4186017137345281,VDss,0.11701603054956239,0.3394204677345281,1.3092302480275004,2.1848441729191608
2764,0.322219295,0.1077285757825455,0.322219295,0.1525115763380922,VDss,0.21449071921745452,0.1697077186619078,1.6386670429373558,1.478113279193348
2802,0.462397998,0.0340801432735367,0.462397998,0.0363154004633042,VDss,0.4283178547264633,0.42608259753669575,2.681129892509357,2.6673659168901347
2907,-0.13667714,-0.0860940820713503,-0.13667714,-0.0753435754447075,VDss,0.0505830579286497,0.0613335645552925,1.1235258211369448,1.1516846131057177
2942,0.079181246,-0.1103282330223915,0.079181246,-0.1173855641174254,VDss,0.1895094790223915,0.19656681011742538,1.5470682702870053,1.5724136676561369
3019,-0.677780705,-0.006564675352382,-0.677780705,0.2671404156980139,VDss,0.671216029647618,0.9449211206980139,4.6904664042329465,8.808888658879651
3151,0.531478917,0.4299796365054433,0.531478917,0.4875766269415463,VDss,0.10149928049455675,0.04390229005845375,1.2632790109028516,1.1063748377279823
3157,0.113943352,-0.2719214048255841,0.113943352,-0.0919597480089799,VDss,0.3858647568255841,0.20590310000897988,2.431446716976477,1.606582751513474
3168,0.149219113,0.4269228729626593,0.149219113,0.6720101398841873,VDss,0.2777037599626593,0.5227910268841873,1.8954125853166932,3.3326601377501417
3229,0.301029996,0.1119079112606247,0.301029996,0.207647055915695,VDss,0.1891220847393753,0.09338294008430503,1.5456888878491652,1.2398893797743038
3306,0.322219295,0.5396621103323389,0.322219295,0.4564611380350263,VDss,0.2174428153323389,0.1342418430350263,1.6498437478620491,1.3622030333549922
3325,0.079181246,0.1911104707149,0.079181246,0.3427833852273185,VDss,0.11192922471490001,0.2636021392273185,1.2939849485644772,1.8348566457837872
3343,0.079181246,0.4142223500434177,0.079181246,0.5703758265454552,VDss,0.3350411040434177,0.4911945805454552,2.1629232251145925,3.0988073725120278
3356,0.785329835,0.408116786749442,0.785329835,0.4731740666295903,VDss,0.37721304825055796,0.3121557683704097,2.383488430809472,2.0518980009666237
3357,0.204119983,0.2560703529886283,0.204119983,0.1939320132930623,VDss,0.05195036998862829,0.010187969706937694,1.1270686504261334,1.0237359859718576
3365,-0.124938737,0.2482740233092897,-0.124938737,-0.0087539608929418,VDss,0.3732127603092897,0.1161847761070582,2.361634911741997,1.3067267333745034
3446,-0.148741651,-0.3680322133148442,-0.148741651,-0.3207415322478635,VDss,0.2192905623148442,0.1719998812478635,1.6568781178428558,1.485935235977428
3478,-0.795880017,-0.6097094632110853,-0.795880017,-0.4241869321518994,VDss,0.18617055378891467,0.3716930848481006,1.535219767665588,2.3533855626236915
3519,0.748188027,0.1104045274661379,0.748188027,0.6613615561425749,VDss,0.637783499533862,0.08682647085742512,4.3429367013733575,1.221311568548746
3559,1.230448921,1.0409277772902608,1.230448921,0.6623463459648613,VDss,0.18952114370973927,0.5681025750351387,1.5471098234514633,3.699155389809407
3676,0.255272505,0.0975562689359934,0.255272505,0.2000313812211384,VDss,0.1577162360640066,0.05524112377886159,1.4378587878351978,1.1356411577478658
3749,-0.026872146,-0.0903491343786413,-0.026872146,-0.2734244155498929,VDss,0.0634769883786413,0.2465522695498929,1.1573827051371461,1.7642180843192394
3779,0.176091259,0.4841122588356668,0.176091259,0.4925706856487895,VDss,0.3080209998356668,0.3164794266487895,2.032455285717259,2.072427882427743
3822,0.591064607,0.869392649165587,0.591064607,0.5666491963823489,VDss,0.27832804216558704,0.024415410617651068,1.8981391297611891,1.057828858106161
3869,0.681241237,0.636329293312826,0.681241237,0.6981836678334804,VDss,0.044911943687174105,0.01694243083348035,1.1089499449321987,1.0397823253270055
3883,-0.552841969,-0.1652184210032344,-0.552841969,0.1544450498880906,VDss,0.3876235479967657,0.7072870188880906,2.4413134735743176,5.0966759165494135
3961,-0.431798276,-0.0751654436515756,-0.431798276,-0.5162963737527585,VDss,0.35663283234842436,0.08449809775275852,2.273174797164259,1.2147812996128344
4030,0.079181246,-0.2885896682221797,0.079181246,-0.039669579582869,VDss,0.36777091422217967,0.118850825582869,2.3322275122410425,1.3147731474159465
4062,-0.022276395,0.207837215185017,-0.022276395,0.2767411666362107,VDss,0.230113610185017,0.2990175616362107,1.6986879662206902,1.990753837794542
4197,-0.602059991,-0.1123375955786039,-0.602059991,-0.0550588915952584,VDss,0.48972239542139606,0.5470010994047416,3.08832072163549,3.523717630609514
4212,1.079181246,0.7418093752323982,1.079181246,0.464179870218845,VDss,0.3373718707676019,0.6150013757811551,2.17456238157962,4.120988245638339
4411,0.278753601,0.1773687631284207,0.278753601,0.3162497056580829,VDss,0.10138483787157931,0.037496104658082896,1.2629461632090273,1.0901747141759108
4440,0.380211242,0.3741825124736015,0.380211242,0.3251997284377722,VDss,0.006028729526398491,0.05501151356222783,1.013978460402919,1.1350409062938274
4506,0.230448921,0.0023714785296042,0.230448921,-0.0569240183189018,VDss,0.2280774424703958,0.2873729393189018,1.6907423943602038,1.9380855311316754
4583,0.204119983,0.1039623575875885,0.204119983,0.1479343991300776,VDss,0.10015762541241151,0.056185583869922395,1.2593824165711196,1.1381135236154452
4594,-0.619788758,-0.3272624244923316,-0.619788758,-0.0055260092707953,VDss,0.2925263335076684,0.6142627487292047,1.9612200907298831,4.113985424842323
4634,-0.070581074,0.41741189771108,-0.070581074,0.3958044866252528,VDss,0.48799297171108,0.4663855606252528,3.076047033951121,2.9267495525167386
4679,-0.769551079,-0.1762518338916083,-0.769551079,0.1907211309263448,VDss,0.5932992451083916,0.9602722099263448,3.920118948986486,9.125826546391394
4831,-0.055517328,0.0219522893217281,-0.055517328,0.088524677427138,VDss,0.0774696173217281,0.144042005427138,1.1952799025180736,1.3932915570791302
4906,0.568201724,0.07325224460284,0.568201724,0.3020503707821841,VDss,0.49494947939716005,0.2661513532178159,3.125715737754558,1.845658525867579
4919,-0.13076828,0.6511398465446212,-0.13076828,0.609867284530796,VDss,0.7819081265446212,0.7406355645307959,6.052128305856697,5.503456834834818
5029,-0.657577319,-0.3852746418788552,-0.657577319,-0.0776983710855793,VDss,0.27230267712114486,0.5798789479144207,1.871986347677557,3.8008343986052306
5035,0.875061263,0.75780972740107,0.875061263,1.060803773179486,VDss,0.11725153559892998,0.18574251017948595,1.309940397387829,1.5337073899978564
5095,0.886490725,0.3497236172365043,0.886490725,0.4850277986464162,VDss,0.5367671077634957,0.4014629263535838,3.441653211726923,2.5203620191833145
5215,-0.537602002,-0.2734627321140703,-0.537602002,-0.1914276720620446,VDss,0.2641392698859297,0.3461743299379554,1.8371273803073824,2.219087003684833
5253,0.113943352,0.1520702552909283,0.113943352,0.3188788232836724,VDss,0.0381269032909283,0.2049354712836724,1.0917593080558279,1.6030071936005932
5291,0.591064607,1.1749767532176298,0.591064607,0.8662591933999535,VDss,0.5839121462176299,0.27519458639995353,3.8362963289334253,1.8844932508489771
5329,-0.522878745,-0.3991604356942612,-0.522878745,-0.1519901521108702,VDss,0.1237183093057388,0.3708885928891298,1.3295917427027624,2.3490301601116372
5339,-0.958607315,-0.5564357073658273,-0.958607315,-0.7237888275354133,VDss,0.4021716076341727,0.23481848746458667,2.5244781006811965,1.7171905407046661
5344,-0.769551079,-0.2805436862397863,-0.769551079,-0.0919790378403372,VDss,0.48900739276021365,0.6775720411596627,3.0832404341379585,4.759617374023036
5358,0.230448921,0.2152433651391334,0.230448921,0.3350428937423982,VDss,0.01520555586086661,0.1045939727423982,1.0356322256401,1.272313023694803
5379,0.230448921,0.2119468838229801,0.230448921,0.2482792576780432,VDss,0.018502037177019898,0.017830336678043207,1.043523027647243,1.0419103127792448
5403,0.176091259,0.373440232884381,0.176091259,0.5801935132815225,VDss,0.197348973884381,0.40410225428152247,1.575248134186506,2.5357255947407404
5467,0.041392685,-0.0539466775396779,0.041392685,0.2778824149387547,VDss,0.0953393625396779,0.23648972993875472,1.245487469385606,1.7238113263892283
5735,0.113943352,0.2978919632030045,0.113943352,0.6816677367703298,VDss,0.1839486112030045,0.5677243847703297,1.5273853165036202,3.695935510987707
6249,-0.657577319,-0.4855740970357598,-0.657577319,-0.5658326800417244,VDss,0.17200322196424023,0.09174463895827567,1.4859466662568284,1.2352209216724837
8223,0.556302501,-0.0667027518904719,0.556302501,0.1510212074263109,VDss,0.6230052528904719,0.40528129357368914,4.197640611020327,2.5426190327498994
12560,-0.022276395,0.5403596697308677,-0.022276395,0.3515805338725407,VDss,0.5626360647308677,0.3738569288725407,3.6528855445979302,2.365140412776723
13342,1.447158031,0.7690830266097588,1.447158031,0.7399082754493673,VDss,0.6780750043902413,0.7072497555506327,4.765132754437988,5.096238630295463
27447,-0.677780705,-0.4754604583771232,-0.677780705,-0.645160323684508,VDss,0.2023202466228768,0.03262038131549194,1.593383246953934,1.0780040223036582
31703,1.342422681,1.258718513997108,1.342422681,1.130291113574711,VDss,0.08370416700289196,0.21213156742528905,1.2125625949067358,1.629789694811987
33255,-0.920818754,-0.7410643084937731,-0.920818754,-0.7505902597275664,VDss,0.17975444550622688,0.17022849427243358,1.5127057074823729,1.4798867925269137
33613,-0.602059991,-0.4612293938023016,-0.602059991,-0.5873516816572164,VDss,0.14083059719769836,0.014708309342783554,1.3830268042688358,1.034447154571494
37910,0.602059991,0.3578771916706789,0.602059991,0.4369002047787265,VDss,0.24418279932932108,0.16515978622127347,1.7546188848423117,1.4627152396644127
38103,-0.677780705,-0.6147318930559219,-0.677780705,-0.5875130491974027,VDss,0.06304881194407808,0.09026765580259732,1.1562421891748225,1.2310272194691196
38853,-0.161150909,-0.038372965136351,-0.161150909,-0.1719406126927098,VDss,0.12277794386364901,0.01078970369270979,1.326715930244449,1.0251554000264336
38945,0.255272505,0.1226377146445873,0.255272505,0.4261409334964853,VDss,0.1326347903554127,0.17086842849648531,1.357171685244608,1.48206901752517
39186,0.612783857,0.3171485444606937,0.612783857,0.6017412124271114,VDss,0.29563531253930636,0.011042644572888616,1.9753102282559543,1.0257526427873567
41049,0.51851394,0.7284293475429795,0.51851394,0.5775298594560013,VDss,0.20991540754297955,0.059015919456001376,1.6214942297938746,1.1455549320253422
41781,-0.677780705,-0.4623383992062005,-0.677780705,-0.1919105227994967,VDss,0.21544230579379947,0.48587018220050326,1.6422614776114222,3.0610482989875756
47528,0.146128036,-0.0969206006557271,0.146128036,-0.0492969482175554,VDss,0.24304863665572707,0.1954249842175554,1.7500426649960938,1.5682849840694026
47965,-0.638272164,-0.4537947360239668,-0.638272164,-0.6579437090506786,VDss,0.18447742797603317,0.019671545050678585,1.52924626329895,1.0463369088677699
51081,0.176091259,0.0774629684381056,0.176091259,0.1152679890834134,VDss,0.0986282905618944,0.0608232699165866,1.2549553968521276,1.1503321820450274
53084,0.146128036,0.2374395001168323,0.146128036,0.4429302767418389,VDss,0.0913114641168323,0.2968022407418389,1.233989499459493,1.9806249279772274
53276,0.041392685,0.1805627032835549,0.041392685,0.0705926107514292,VDss,0.1391700182835549,0.029199925751429198,1.3777487265603368,1.0695471277124615
54477,-0.187086643,0.4935364740621216,-0.187086643,0.5761148055989553,VDss,0.6806231170621215,0.7632014485989553,4.7931731412264265,5.79697528244364
54766,0.204119983,0.1981063125663695,0.204119983,0.2859802251860055,VDss,0.006013670433630491,0.08186024218600552,1.0139433014690529,1.2074252180030762
58505,-0.086186148,-0.0026978413408763,-0.086186148,0.2402198373262639,VDss,0.0834883066591237,0.3264059853262639,1.211960056417275,2.1203423385093285
60063,0.278753601,0.0273997538617521,0.278753601,-0.3007822002785842,VDss,0.25135384713824793,0.5795358012785843,1.7838315757464953,3.797832452990025
60172,-0.37675071,-0.173831353117513,-0.37675071,-0.2750455606243295,VDss,0.202919356882487,0.10170514937567049,1.595582839714951,1.2638779857865352
60404,-0.366531544,-0.0345737583544235,-0.366531544,-0.0668451640640761,VDss,0.3319577856455765,0.2996863799359239,2.1476217105515034,1.993821982578341
60464,0.591064607,0.2985098088896512,0.591064607,0.286126460820433,VDss,0.2925547981103488,0.30493814617956694,1.9613486375626776,2.0180789209764303
60648,0.041392685,-0.2492366858098184,0.041392685,-0.5592560379964848,VDss,0.2906293708098184,0.6006487229964849,1.9526723236976102,3.9870228348041032
60726,-0.958607315,-0.6151524980513287,-0.958607315,-0.8124106675036272,VDss,0.3434548169486713,0.14619664749637273,2.205234696646341,1.400221195841799
60753,1.079181246,0.0006275991655229,1.079181246,0.5635298134347055,VDss,1.0785536468344772,0.5156514325652946,11.982671316750041,3.2783206745094904
60795,0.69019608,0.593459838832318,0.69019608,0.6291601793332885,VDss,0.09673624116768198,0.061035900666711496,1.2494999444873545,1.150895523031102
60854,0.0,0.5951500374704528,0.0,0.6313157241539401,VDss,0.5951500374704528,0.6313157241539401,3.936860602796721,4.278738295697963
60855,-0.638272164,-0.4831125081143638,-0.638272164,-0.2155467458125904,VDss,0.15515965588563618,0.4227254181874096,1.4294193468778376,2.6468261589624773
60857,0.255272505,0.4480841679961584,0.255272505,0.4489449034264165,VDss,0.19281166299615843,0.19367239842641654,1.5588763308301947,1.5619689573134958
65820,-0.387216143,-0.0408170939126689,-0.387216143,-0.2943873969694898,VDss,0.3463990490873311,0.09282874603051022,2.2202355340067528,1.2383081920902361
65906,-0.420216403,0.6067192608365226,-0.420216403,0.2511024571985081,VDss,1.0269356638365226,0.6713188601985081,10.639853882951808,4.691577126036223
65981,-0.455931956,-0.2807392798289245,-0.455931956,-0.2092245395179824,VDss,0.17519267617107553,0.24670741648201763,1.496899613222344,1.764848444434544
65999,0.72427587,-0.2181622712421037,0.72427587,-0.3172481355190483,VDss,0.9424381412421037,1.0415240055190482,8.758669545912111,11.003326642281174
68740,-0.22184875,-0.2790383898789882,-0.22184875,-0.172428995681632,VDss,0.0571896398789882,0.04941975431836801,1.1407477999900932,1.1205203656468872
68741,-0.26760624,-0.2594119478146793,-0.26760624,-0.1952883496734676,VDss,0.008194292185320695,0.07231789032653241,1.0190471816003,1.181184910662108
68770,0.51851394,0.2215233026797053,0.51851394,0.3814616048482125,VDss,0.2969906373202946,0.13705233515178744,1.9814843077792772,1.3710469757895511
71329,0.51851394,-0.0491023395856829,0.51851394,0.2490862578073027,VDss,0.5676162795856828,0.26942768219269725,3.6950156280893807,1.859634874935431
71616,0.342422681,0.3167028836661335,0.342422681,0.0369683998411624,VDss,0.025719797333866534,0.3054542811588376,1.0610107822592698,2.0204787219258105
71733,0.230448921,0.1576353385441871,0.230448921,0.4853618760274693,VDss,0.0728135824558129,0.25491295502746925,1.1825338532675715,1.7985104063377375
77999,-0.698970004,0.0472852971604797,-0.698970004,0.0509290233379855,VDss,0.7462553011604797,0.7498990273379855,5.575133883413566,5.622105970722353
84029,0.176091259,0.6344398212876623,0.176091259,0.3319498093977793,VDss,0.4583485622876623,0.1558585503977793,2.873085579100525,1.4317215119944977
104838,-0.619788758,-0.6281006099799364,-0.619788758,-0.6153860273083527,VDss,0.008311851979936447,0.004402730691647316,1.0193230662778787,1.0101892222410072
104865,-0.537602002,-0.0481438527706604,-0.537602002,-0.0261249840658392,VDss,0.48945814922933956,0.5114770179341608,3.086442206470946,3.246960593944268
107994,-0.886056648,-0.1040640704722991,-0.886056648,-0.1321226094442545,VDss,0.7819925775277008,0.7539340385557455,6.05330529037663,5.674584122363416
115237,0.747078717,0.7040602207996998,0.747078717,0.3786191445689411,VDss,0.04301849620030018,0.36845957243105887,1.1041256425906387,2.3359286453645507
119607,-0.124938737,0.0686118037675669,-0.124938737,0.0848844583981862,VDss,0.1935505407675669,0.2098231953981862,1.5615307496283093,1.621149980455275
121892,0.397940009,0.1880008035467686,0.397940009,0.1188869609312491,VDss,0.2099392054532314,0.27905304806875086,1.6215830847829071,1.9013105064307856
126941,-0.366531544,0.091609352564849,-0.366531544,0.0790424861604453,VDss,0.458140896564849,0.4455740301604453,2.8717120899274695,2.7898061682454762
129211,-0.677780705,-0.0231999905395414,-0.677780705,0.2728934996050471,VDss,0.6545807144604586,0.9506742046050471,4.51419914800137,8.926356026059208
149096,0.079181246,0.0921611971880085,0.079181246,0.1479343991300776,VDss,0.012979951188008501,0.06875315313007761,1.0303385546961459,1.1715292955137702
150610,-0.920818754,-0.6402539297921994,-0.920818754,-0.72779194048993,VDss,0.2805648242078006,0.19302681351007,1.9079404881438693,1.5596487931769571
151171,-0.119186408,0.2045288716228973,-0.119186408,-0.0389262761399986,VDss,0.32371527962289726,0.08026013186000139,2.1072462013452475,1.2029847775629219
151174,-0.552841969,-0.4825441763098877,-0.552841969,-0.3669474764920978,VDss,0.07029779269011233,0.18589449250790224,1.1757034502461206,1.534244208265234
152946,0.146128036,0.1564681871839799,0.146128036,0.1808703750889145,VDss,0.010340151183979907,0.0347423390889145,1.0240947769766193,1.0832840258978413
155774,-0.193820026,-0.0876998860879638,-0.193820026,0.108101251827911,VDss,0.10612013991203621,0.301921277827911,1.2767919619494024,2.0041087206737744
158781,-0.614649118,-0.5679750291586323,-0.614649118,-0.3085274325437478,VDss,0.0466740888413677,0.3061216854562522,1.1134586381181293,2.0235860901009364
175805,-0.124938737,0.0452182465100713,-0.124938737,0.1591660227957764,VDss,0.1701569835100713,0.28410475979577643,1.4796431349976427,1.9235556698658434
183797,-0.638272164,-0.2964230499350472,-0.638272164,-0.2865649859888748,VDss,0.3418491140649528,0.35170717801112517,2.1970964080058777,2.247538697392091
208898,1.301029996,0.4004858860385067,1.301029996,0.8623602183310949,VDss,0.9005441099614933,0.43866977766890514,7.953240400602037,2.74580554467111
214356,-0.823908741,-0.5262051384233635,-0.823908741,-0.3961424261023918,VDss,0.29770360257663653,0.4277663148976082,1.984739909160697,2.6777271061537617
216210,-0.070581074,0.1654394390737254,-0.070581074,-0.1086718924061658,VDss,0.2360205130737254,0.03809081840616581,1.7219499060935042,1.0916685991616824
441243,0.556302501,0.1091292167401429,0.556302501,0.4142741088545143,VDss,0.4471732842598571,0.14202839214548568,2.80009834092109,1.3868464914566685
441314,-0.552841969,0.0749807221495821,-0.552841969,0.0712634546545201,VDss,0.6278226911495821,0.6241054236545202,4.24446240445914,4.208287708809907
443879,0.176091259,0.7963927084554692,0.176091259,0.5968115652136571,VDss,0.6203014494554692,0.4207203062136571,4.171588383836557,2.634634085605295
446156,-0.48148606,-0.153327013402898,-0.48148606,-0.0208330361284901,VDss,0.328159046597102,0.4606530238715099,2.128918552222496,2.8883713189493236
446598,-0.102372909,-0.207786173210646,-0.102372909,0.0477864163927973,VDss,0.105413264210646,0.1501593253927973,1.2747154927578441,1.4130558435998009
449193,0.283301229,0.6934225988485014,0.283301229,0.3246730760606485,VDss,0.41012136984850145,0.0413718470606485,2.571114217277838,1.099947221624072
461399,0.176091259,0.1694247882721137,0.176091259,-0.2716963299234174,VDss,0.006666470727886287,0.4477875889234174,1.0154685342883898,2.8040618510630884
2723601,0.460897843,0.0285804686974461,0.460897843,0.0188246840899837,VDss,0.4323173743025539,0.44207315891001625,2.7059350886086717,2.7674077887637383
3000540,0.0,-0.2486137941365853,0.0,-0.1869818913714994,VDss,0.2486137941365853,0.1869818913714994,1.7726124454141032,1.5380905057320933
5281037,-0.769551079,-0.5680969582750379,-0.769551079,-0.4830043425215088,VDss,0.20145412072496205,0.28654673647849116,1.5902086838169303,1.9344020175475138
5281040,-0.823908741,-0.0846818611485485,-0.823908741,-0.5149195936643391,VDss,0.7392268798514515,0.30898914733566085,5.485634652087502,2.0369911743242217
5284371,0.544068044,0.3830825834488389,0.544068044,0.4298005041185705,VDss,0.16098546055116109,0.11426753988142946,1.448723351911593,1.3009707726005484
5284596,0.230448921,0.6588447206896717,0.230448921,0.5558663895203627,VDss,0.4283957996896717,0.3254174685203627,2.6816111312403197,2.1155216222908786
5284603,0.397940009,0.5344410066099143,0.397940009,0.4302672333852568,VDss,0.13650099760991435,0.032327224385256814,1.3693075337988962,1.0772765948876215
5288826,0.361727836,0.5018060132862336,0.361727836,0.5338938321123344,VDss,0.14007817728623362,0.1721659961123344,1.3806327697386866,1.4865037054220716
5361092,1.079181246,0.6683135057449394,1.079181246,0.6660071123867718,VDss,0.4108677402550607,0.4131741336132283,2.57553668537408,2.589250886511964
5362065,-0.619788758,-0.7083398346588448,-0.619788758,-0.6328681030009544,VDss,0.08855107665884476,0.013079345000954423,1.2261711021623605,1.0305743877577453
5362119,-0.050609993,0.009601289524814,-0.050609993,-0.1392938074241718,VDss,0.060211282524814,0.08868381442417181,1.1487123295255839,1.2265459263753997
5362440,-0.086186148,0.0650452867254223,-0.086186148,0.4078450823223097,VDss,0.1512314347254223,0.4940312303223097,1.4165484549060268,3.119113872988417
5462501,-0.420216403,-0.0798237076368655,-0.420216403,-0.1188229361409393,VDss,0.34039269536313455,0.3013934668590607,2.1897407243397153,2.0016745473471946
5479530,-0.920818754,-0.872655000424807,-0.920818754,-0.6770986688338668,VDss,0.04816375357519298,0.2437200851661332,1.1172844477768389,1.7527504414508914
5479537,-0.552841969,-0.4728220420704295,-0.552841969,-0.531901851080877,VDss,0.08001992692957055,0.02094011791912309,1.2023195999242393,1.0493977239542287
5487888,-0.552841969,-0.5705941804043924,-0.552841969,-0.658061589646066,VDss,0.017752211404392315,0.10521962064606594,1.0417229002961215,1.2741472483071377
5742673,-0.721246399,-0.6810668846871084,-0.721246399,-0.6694535388623186,VDss,0.04017951431289157,0.05179286013768136,1.0969315157778181,1.1266599594706637
5742832,-0.744727495,-0.5083609217687234,-0.744727495,-0.6110364646006576,VDss,0.23636657323127663,0.13369103039934238,1.7233225593492947,1.3604764559667246
6410758,-0.657577319,-0.6586152405610624,-0.657577319,-0.734652238033198,VDss,0.001037921561062305,0.07707491903319796,1.0023927608080927,1.1941940940731985
6433110,0.230448921,0.629641191348074,0.230448921,0.663052125493348,VDss,0.3991922703480739,0.432603204493348,2.507219000441678,2.7077165814647555
6918554,1.28780173,0.7463217938484352,1.28780173,0.7462782290198922,VDss,0.5414799361515648,0.5415235009801078,3.4792043379968436,3.4795533604900886
9809656,-0.638272164,-0.6488780586440219,-0.638272164,-0.5949656894490777,VDss,0.010605894644021951,0.04330647455092229,1.0247216091851195,1.1048580251978322
9852981,-0.27572413,-0.6937008234422668,-0.27572413,-0.6310622794748499,VDss,0.4179766934422668,0.35533814947484993,2.618042506327625,2.266408286922514
9931954,0.515873844,1.012677840528872,0.515873844,0.8729132000246196,VDss,0.4968039965288721,0.35703935602461956,3.139091656017954,2.2753036107982516
11319053,-0.065501549,0.1282977899493016,-0.065501549,0.3825464115722314,VDss,0.19379933894930162,0.4480479605722314,1.562425574066892,2.805743468350038
11552706,0.222716471,0.8967032853170345,0.222716471,0.263334779596436,VDss,0.6739868143170344,0.040618308596435976,4.720487091010348,1.0980403728730386
11993740,0.278753601,0.0081812863261757,0.278753601,-0.0173512290302024,VDss,0.2705723146738243,0.29610483003020244,1.8645426186838399,1.9774468987698277
54677470,-0.823908741,-0.6634620627241481,-0.823908741,-0.3476892652721693,VDss,0.1604466782758519,0.4762194757278307,1.446927191641005,2.993777194232604
54677971,-0.721246399,-0.6782348063512966,-0.721246399,-0.3255335256973581,VDss,0.043011592648703356,0.3957128733026419,1.1041080915323636,2.4872123947684788
135398513,-0.148741651,0.0301851925974786,-0.148741651,0.0758012523243425,VDss,0.1789268435974786,0.2245429033243425,1.5098258043340675,1.6770379997263973
135398739,-0.113509275,-0.0767329251637614,-0.113509275,0.0933547762236402,VDss,0.036776349836238606,0.2068640512236402,1.088369467522063,1.6101415278405105
135398740,0.0,0.0998363122129417,0.0,0.0983708977991234,VDss,0.0998363122129417,0.0983708977991234,1.2584510058469485,1.2542118443819918
135398744,0.133538908,0.3722382282379857,0.133538908,0.4131363808391733,VDss,0.23869932023798568,0.2795974728391733,1.7326040300563612,1.9036954541005777
135398748,0.041392685,0.1175819561250694,0.041392685,0.0471347690464642,VDss,0.0761892711250694,0.005742084046464202,1.1917612797715267,1.0133094294650706
135400189,0.477121255,0.2937356791660122,0.477121255,0.4545329957452358,VDss,0.18338557583398785,0.02258825925476421,1.5254064409197123,1.0533877395166773
135401907,-0.236572006,-0.4796567560478638,-0.236572006,-0.0687805152288665,VDss,0.24308475004786378,0.1677914907711335,1.7501881943716533,1.471605799781836
135403648,-0.602059991,0.0486548927542393,-0.602059991,-0.0136402553213671,VDss,0.6507148837542392,0.5884197356786328,4.474194748751755,3.876321014963769
